user_id,education,experience_years,skills,interests,certification,learning_source,projects_count,dominant_project_domain,target_career,row_type
49ba832a,Diploma,2,"css, adobe xd, figma, ui/ux, excel",product strategy,None,online-course,3,design,UI/UX Designer,noise
4f60841d,Diploma,4,"javascript, dart, android",backend development,Google Associate Android,online-course,3,mobile,Mobile Developer,natural
a41ecb68,BSc,8,"statistics, pandas, excel, python, power bi, sql",business intelligence,DeepLearning.AI,university,5,data,Data Scientist,natural
ec8ced8e,BBA,5,"copywriting, digital marketing, seo, content writing",growth marketing,Meta Marketing,university,4,marketing,Digital Marketer,natural
32378853,MBA,4,"power bi, jira, business analysis, excel",business intelligence,None,workplace,3,business,Business Analyst,natural
dcdf40a9,BCA,7,"kubernetes, cloud computing, google cloud, networking, aws",cloud infrastructure,AWS Solutions Architect,self-taught,3,cloud,Cloud Engineer,noise
f4359e63,Diploma,4,"excel, product management, sql, jira, agile, power bi",product strategy,Microsoft Power BI,university,4,business,Business Analyst,pivot_t2
ae7f4e52,MCA,2,"machine learning, docker, deep learning, mlflow, python, firebase",data engineering,None,self-taught,2,ml,ML Engineer,noise
475c1d3a,Diploma,2,"figma, prototyping, design systems, wireframing",frontend development,None,workplace,2,design,UI/UX Designer,natural
8477f06b,BCA,3,"cryptography, python, ethical hacking, networking, cybersecurity, business analysis",backend development,None,self-taught,2,security,Cybersecurity Analyst,noise
38505fd6,BTech,0,"rest apis, redis, nodejs, mongodb, linux",backend development,MongoDB Associate,university,0,none,Backend Developer,natural
5fcd75e1,BTech,5,"bash, networking, cybersecurity, python, linux",cybersecurity,CISSP,university,7,security,Cybersecurity Analyst,natural
67f10b84,BTech,3,"ci/cd, bash, kubernetes, docker",devops,Azure DevOps,workplace,5,devops,DevOps Engineer,natural
4c440d0c,MCA,7,"ads, seo, google analytics, digital marketing, content writing",growth marketing,Google Analytics,online-course,3,marketing,Digital Marketer,pivot_t2
6df6cff8,BBA,1,"seo, content writing, google analytics, ads",product strategy,None,university,0,none,Digital Marketer,natural
d1f8e9af,BCA,0,"html, javascript, react, nodejs",backend development,None,online-course,0,none,Full Stack Developer,pivot_t3
14ec7774,MCA,5,"power bi, python, sql, business analysis, data analysis",business intelligence,IBM Data Science,university,7,data,Data Scientist,natural
e1338a1e,BSc,0,"figma, javascript, typescript, react",frontend development,Google UX Design,workplace,2,web,Web Developer,natural
fbe81eb8,Diploma,2,"figma, ui/ux, wireframing, prototyping, css",product strategy,None,university,2,design,UI/UX Designer,natural
1b43db9a,MBA,1,"content writing, digital marketing, excel",product strategy,Meta Marketing,workplace,3,marketing,Digital Marketer,natural
8d4f9fdc,BCA,4,"next.js, javascript, react, html, webpack",mobile development,Interaction Design Foundation,self-taught,4,web,Web Developer,pivot_t3
9f5d327d,MBA,7,"kubernetes, ansible, networking, docker, cloud computing, aws",backend development,Azure Fundamentals,university,7,cloud,Cloud Engineer,pivot_t1
f9ce9073,BBA,5,"javascript, css, react, webpack, next.js, git, tensorflow",mobile development,None,university,3,web,Web Developer,noise
3da4e4e0,MCA,1,"business analysis, jira, tableau, power bi",growth marketing,None,self-taught,2,business,Business Analyst,noise
5fd7d3d5,BTech,2,"jenkins, kubernetes, docker",devops,Azure DevOps,online-course,3,devops,DevOps Engineer,natural
e3752bbd,BTech,7,"cybersecurity, linux, penetration testing, networking, cloud computing",backend development,None,workplace,7,security,Cybersecurity Analyst,natural
3d00c35a,BTech,1,"sql, nodejs, postgresql, rest apis",cloud infrastructure,AWS Solutions Architect,online-course,0,none,Backend Developer,natural
6f00b729,BSc,2,"swift, javascript, firebase, android, dart, ui/ux",frontend development,None,online-course,5,mobile,Mobile Developer,noise
6bafedfa,BSc,9,"mongodb, react, html, sql",backend development,AWS Solutions Architect,bootcamp,9,web,Full Stack Developer,pivot_t1
751d65a4,BSc,4,"google analytics, excel, power bi, pandas",machine learning,IBM Data Analyst,university,5,data,Data Analyst,natural
bcb77131,Diploma,7,"jira, product management, agile, business analysis, power bi",product strategy,CBAP,self-taught,5,business,Business Analyst,pivot_t1
486129c2,MBA,3,"digital marketing, content writing, ads, seo, copywriting",product strategy,Google Analytics,workplace,5,marketing,Digital Marketer,natural
c088258d,MCA,3,"machine learning, numpy, power bi, python",machine learning,Google Data Analytics,university,4,data,Data Scientist,natural
193dc575,MCA,2,"html, ui/ux, prototyping, figma, user research",product strategy,None,online-course,5,design,UI/UX Designer,pivot_t2
22929fff,MBA,4,"business analysis, agile, process mapping, tableau",business intelligence,Scrum Master,online-course,2,business,Business Analyst,natural
0d056de8,MBA,7,"digital marketing, seo, excel, copywriting, content writing",growth marketing,Google Analytics,university,5,marketing,Digital Marketer,natural
aed965f8,BBA,0,"dart, swift, firebase, react native, agile",backend development,None,bootcamp,3,mobile,Mobile Developer,noise
c9c8bf00,MBA,7,"css, mongodb, next.js, nodejs, react, figma",frontend development,Udemy Web Dev,university,3,web,Full Stack Developer,noise
fda768a1,Diploma,6,"docker, machine learning, python, content writing",data engineering,TensorFlow Developer,online-course,5,ml,ML Engineer,noise
993b629f,MBA,9,"email marketing, digital marketing, seo, copywriting",growth marketing,Coursera Marketing,university,7,marketing,Digital Marketer,natural
03385993,MCA,6,"bash, docker, kubernetes, linux, ci/cd, git",backend development,Azure DevOps,university,5,devops,DevOps Engineer,pivot_t1
a48dc2fd,MBA,7,"roadmapping, product management, jira, wireframing",business intelligence,None,self-taught,3,business,Product Manager,natural
61de2391,BCA,2,"pytorch, mlflow, spark, python, sql",data engineering,None,online-course,5,ml,ML Engineer,noise
9502ff1b,MBA,1,"process mapping, excel, sql",product strategy,Microsoft Power BI,online-course,0,none,Business Analyst,natural
1fdb6dba,MBA,4,"process mapping, agile, excel, business analysis",business intelligence,None,self-taught,4,business,Business Analyst,natural
84cd262c,MBA,8,"power bi, statistics, sql, numpy, data analysis, python, excel",data engineering,Coursera ML,workplace,6,data,Data Scientist,pivot_t2
bb09683d,BSc,3,"pytorch, tensorflow, machine learning, mlflow",devops,TensorFlow Developer,university,4,ml,ML Engineer,natural
6b9e362d,BBA,0,"redis, nodejs, postgresql, python, figma",devops,None,university,2,web,Backend Developer,noise
a5068070,BSc,1,"css, sass, javascript, html",ux research,Google UX Design,university,0,none,Web Developer,natural
8ed445c9,BSc,1,"sql, google analytics, excel",machine learning,IBM Data Analyst,university,2,data,Data Analyst,natural
b927a9a4,BSc,1,"statistics, data analysis, deep learning, tableau, machine learning",data engineering,IBM Data Science,university,2,data,Data Scientist,natural
e61f6c20,BSc,5,"microservices, rest apis, nodejs, python, postgresql, sql",devops,None,bootcamp,7,web,Backend Developer,pivot_t2
4a55809b,Diploma,0,"react native, dart, rest apis, ios",backend development,None,university,3,mobile,Mobile Developer,natural
cd366144,BSc,1,"pytorch, sql, deep learning, python, feature engineering",machine learning,None,workplace,3,ml,ML Engineer,natural
7c4022ca,MBA,5,"nodejs, java, redis, python, sql",devops,AWS Solutions Architect,self-taught,6,web,Backend Developer,pivot_t2
ac36b40a,BTech,7,"feature engineering, mlflow, machine learning, tensorflow",data engineering,Coursera ML,university,5,ml,ML Engineer,natural
5e03f44f,MBA,1,"python, feature engineering, tensorflow, sql, deep learning, azure",devops,AWS ML Specialty,university,1,ml,ML Engineer,noise
03a18459,MCA,0,"docker, nodejs, git, sql, css",frontend development,None,online-course,1,web,Full Stack Developer,natural
8045f6bb,MCA,3,"microservices, java, rest apis, redis, sql",devops,Udemy Web Dev,university,4,web,Backend Developer,natural
1b0d7d42,Diploma,4,"cybersecurity, firewall, networking, python",cloud infrastructure,CEH Ethical Hacking,workplace,5,security,Cybersecurity Analyst,natural
d5075ec6,BTech,2,"linux, kubernetes, prometheus",backend development,Azure DevOps,university,5,devops,DevOps Engineer,natural
4d858708,BTech,4,"bash, python, ansible, linux, docker, kubernetes",cloud infrastructure,Google Cloud Professional,online-course,4,devops,DevOps Engineer,natural
e4b32bd9,BBA,2,"react, webpack, html, sass, javascript, nodejs, css",mobile development,freeCodeCamp,online-course,4,web,Web Developer,pivot_t2
a970a5bf,Diploma,3,"css, user research, wireframing",ux research,Google UX Design,university,4,design,UI/UX Designer,natural
cab1200e,BSc,2,"figma, ui/ux, user research, css",frontend development,Meta Front-End Developer,bootcamp,5,design,UI/UX Designer,pivot_t2
8e4cbd3f,BTech,2,"docker, kubernetes, terraform, cloud computing",devops,AWS Solutions Architect,university,4,cloud,Cloud Engineer,natural
043e1f24,MCA,9,"statistics, pandas, data analysis, excel",machine learning,Coursera ML,university,5,data,Data Scientist,natural
6e3ec4d3,MCA,6,"mlflow, machine learning, kubernetes, deep learning",devops,None,workplace,5,ml,ML Engineer,natural
4e42418f,BSc,3,"power bi, google analytics, excel",data engineering,None,workplace,3,data,Data Analyst,natural
21211859,BTech,3,"ansible, ci/cd, jenkins, kubernetes",cloud infrastructure,None,university,5,devops,DevOps Engineer,natural
59bd19e0,BCA,1,"kotlin, swift, flutter, javascript, firebase",mobile development,Apple Swift,workplace,3,mobile,Mobile Developer,natural
2f4ce1f8,MBA,6,"okrs, wireframing, excel, jira, roadmapping",growth marketing,Product School PM,university,7,business,Product Manager,natural
78f68985,Diploma,5,"jira, roadmapping, product management, user research, python",business intelligence,Coursera PM,workplace,9,business,Product Manager,pivot_t1
bae951f3,BSc,5,"machine learning, business analysis, sql, data analysis, r",data engineering,IBM Data Science,university,4,data,Data Scientist,natural
63b3b7e4,BSc,4,"docker, python, java, sql, wireframing",devops,None,self-taught,4,web,Backend Developer,noise
a7b47730,BTech,5,"cybersecurity, penetration testing, ethical hacking",backend development,CISSP,university,7,security,Cybersecurity Analyst,natural
dc2ce8c2,BTech,5,"terraform, ci/cd, kubernetes, git",backend development,Azure DevOps,university,3,devops,DevOps Engineer,natural
73ebab6f,MBA,6,"excel, copywriting, content writing, digital marketing",growth marketing,Coursera Marketing,workplace,6,marketing,Digital Marketer,natural
275b2ba6,BSc,1,"tableau, statistics, r, data analysis, power bi",business intelligence,None,university,0,none,Data Analyst,natural
759a246d,BTech,5,"git, kubernetes, linux, ansible",backend development,AWS DevOps,university,6,devops,DevOps Engineer,natural
7aaeb22d,BBA,4,"wireframing, user research, agile, jira, product management",product strategy,Product School PM,university,3,business,Product Manager,natural
2be54340,BBA,4,"product management, wireframing, jira, excel, business analysis",growth marketing,None,university,2,business,Product Manager,natural
642561a7,BBA,4,"typescript, react, mongodb, nodejs, html",devops,Meta Front-End Developer,self-taught,5,web,Full Stack Developer,pivot_t1
ebb99db0,BTech,4,"user research, product management, okrs, jira, agile, sql",growth marketing,None,workplace,3,business,Product Manager,noise
36bff3b7,BBA,5,"postgresql, microservices, python, rest apis, sql, java",backend development,Oracle Java,self-taught,7,web,Backend Developer,pivot_t1
21870a81,BCA,8,"statistics, deep learning, sql, data analysis, python",data engineering,Coursera ML,online-course,10,data,Data Scientist,pivot_t1
9ace9ea8,BBA,5,"firewall, networking, bash, linux, siem, cybersecurity",cloud infrastructure,CEH Ethical Hacking,self-taught,8,security,Cybersecurity Analyst,pivot_t1
3cd83822,BBA,6,"power bi, sql, agile, excel",business intelligence,CBAP,university,4,business,Business Analyst,natural
60fe185d,Diploma,5,"flutter, react native, swift, javascript",mobile development,Flutter Certified,workplace,6,mobile,Mobile Developer,natural
e2452cef,MBA,8,"roadmapping, excel, sql, product management",business intelligence,Product School PM,workplace,5,business,Product Manager,natural
dae25ccf,Diploma,2,"dart, flutter, swift",backend development,Apple Swift,university,5,mobile,Mobile Developer,natural
d8d56b1f,MBA,2,"google analytics, excel, digital marketing, copywriting, power bi",growth marketing,Google Analytics,workplace,4,marketing,Digital Marketer,natural
7d7e3a1a,BSc,3,"aws, kubernetes, terraform, cloud computing, linux, nodejs",devops,AWS DevOps,online-course,2,cloud,Cloud Engineer,noise
9fe804a3,BBA,3,"javascript, webpack, sass, css, git, react",mobile development,None,workplace,4,web,Web Developer,pivot_t2
ad510b96,Diploma,0,"css, adobe xd, wireframing, prototyping",frontend development,Meta Front-End Developer,online-course,1,design,UI/UX Designer,natural
aa333030,MCA,1,"statistics, python, deep learning, pandas, sql",machine learning,None,online-course,3,data,Data Scientist,natural
8c1fb45d,Diploma,2,"ui/ux, prototyping, css, figma, wireframing",ux research,None,self-taught,5,design,UI/UX Designer,natural
c39e5ce4,MCA,1,"html, nodejs, mongodb",devops,Udemy Web Dev,university,0,none,Full Stack Developer,natural
9bc44b2e,MCA,4,"agile, jira, business analysis, sql, tableau, process mapping",growth marketing,PMP,self-taught,7,business,Business Analyst,pivot_t1
af0a7ab9,MCA,5,"python, pytorch, docker",machine learning,None,online-course,5,ml,ML Engineer,pivot_t3
20f7a726,BSc,5,"sql, deep learning, machine learning, python",data engineering,IBM Data Science,university,6,data,Data Scientist,natural
58ab1739,BBA,3,"pandas, python, statistics, numpy, data analysis",machine learning,None,self-taught,6,data,Data Scientist,pivot_t2
2abe7db7,Diploma,3,"prototyping, wireframing, user research, sketch",ux research,Meta Front-End Developer,self-taught,4,design,UI/UX Designer,natural
26437f9e,MBA,2,"google analytics, copywriting, digital marketing, ads",business intelligence,Google Analytics,university,4,marketing,Digital Marketer,natural
11569c27,BBA,4,"redis, postgresql, java, sql",backend development,AWS Solutions Architect,university,5,web,Backend Developer,noise
05a9ed2c,BCA,3,"kotlin, rest apis, react native, sql, flutter",backend development,Google Associate Android,self-taught,5,mobile,Mobile Developer,natural
ddc34a12,MCA,5,"design systems, ui/ux, adobe xd, user research, prototyping, figma",product strategy,Interaction Design Foundation,online-course,5,design,UI/UX Designer,pivot_t1
cdbd47bf,MCA,2,"html, webpack, javascript, react",mobile development,None,workplace,3,web,Web Developer,pivot_t2
0651d27f,BCA,2,"wireframing, javascript, sketch, ui/ux, python",product strategy,None,university,4,design,UI/UX Designer,noise
89bf3aa6,BTech,3,"tableau, agile, sql, jira",business intelligence,None,online-course,3,business,Business Analyst,pivot_t2
415aa1d3,MBA,3,"business analysis, requirements gathering, sql, excel",growth marketing,Scrum Master,university,2,business,Business Analyst,natural
638374da,BSc,1,"r, pandas, sql, tableau, reporting",data engineering,Google Data Analytics,online-course,0,none,Data Analyst,natural
615cc851,Diploma,3,"html, sass, next.js, javascript, react, nodejs",frontend development,None,university,4,web,Web Developer,natural
0c544842,MCA,5,"feature engineering, spark, machine learning, deep learning, pytorch",devops,None,university,3,ml,ML Engineer,natural
dedc0078,BBA,2,"linux, networking, cryptography, cybersecurity",cybersecurity,None,workplace,3,security,Cybersecurity Analyst,natural
1662e5a7,BCA,5,"html, css, next.js, java",frontend development,Udemy Web Dev,university,5,web,Web Developer,noise
fd2a18e2,MCA,7,"firewall, ethical hacking, networking",cybersecurity,None,online-course,6,security,Cybersecurity Analyst,natural
ab30f47d,BSc,4,"mlflow, feature engineering, deep learning, tensorflow, python, sql, google analytics",devops,DeepLearning.AI,online-course,2,ml,ML Engineer,noise
c499f2ed,Diploma,5,"ios, flutter, react native, android, dart",frontend development,None,university,6,mobile,Mobile Developer,natural
83875830,MBA,2,"javascript, flutter, dart, swift, kotlin",mobile development,Apple Swift,online-course,6,mobile,Mobile Developer,pivot_t2
04a389b1,BTech,1,"aws, kubernetes, networking",devops,None,university,1,cloud,Cloud Engineer,natural
d7d149d6,BTech,2,"r, machine learning, data analysis, python, content writing",data engineering,None,university,2,data,Data Scientist,noise
4107f496,BBA,3,"excel, jira, agile, requirements gathering",growth marketing,None,bootcamp,4,business,Business Analyst,natural
28c8f5a7,BSc,2,"javascript, nodejs, react, next.js, html",mobile development,Meta Front-End Developer,workplace,3,web,Web Developer,natural
97f54d92,MBA,4,"sql, business analysis, tableau",growth marketing,PMP,university,3,business,Business Analyst,natural
7679d831,MCA,2,"linux, ethical hacking, python",cybersecurity,CompTIA Security+,online-course,5,security,Cybersecurity Analyst,natural
0c84ee36,MBA,1,"power bi, tableau, excel, agile",growth marketing,CBAP,workplace,1,business,Business Analyst,natural
a8d61b18,MBA,8,"product management, agile, okrs, sql",business intelligence,PMP,university,7,business,Product Manager,natural
3a86d832,Diploma,4,"penetration testing, cloud computing, cybersecurity, linux, cryptography, react",cloud infrastructure,None,workplace,5,security,Cybersecurity Analyst,noise
42818caa,BTech,5,"rest apis, flutter, react native, git, dart, firebase",frontend development,Google Associate Android,online-course,5,mobile,Mobile Developer,pivot_t1
84c9ab14,Diploma,7,"product management, design systems, css, user research, adobe xd",frontend development,Meta Front-End Developer,online-course,4,design,UI/UX Designer,natural
6e9e5330,Diploma,8,"ios, dart, firebase, flutter, android",frontend development,Apple Swift,university,8,mobile,Mobile Developer,natural
1b6c7ead,BSc,7,"networking, ethical hacking, python, cybersecurity, cloud computing, linux",cybersecurity,CompTIA Security+,bootcamp,7,security,Cybersecurity Analyst,pivot_t2
b0c0e299,BCA,5,"react, nodejs, typescript",backend development,None,university,4,web,Full Stack Developer,natural
db3cf987,BCA,0,"python, microservices, nodejs",cloud infrastructure,None,workplace,3,web,Backend Developer,natural
15f676b4,BBA,2,"machine learning, sql, tableau, product management",data engineering,Coursera ML,self-taught,3,data,Data Scientist,noise
8fb477ba,BTech,5,"jira, business analysis, tableau, excel, sql",product strategy,PMP,workplace,8,business,Business Analyst,pivot_t1
de1c08b0,MBA,7,"google analytics, digital marketing, seo, email marketing",product strategy,Google Analytics,university,5,marketing,Digital Marketer,natural
cb3e3dfc,Diploma,3,"sql, ios, swift, flutter, javascript, dart",mobile development,Flutter Certified,university,5,mobile,Mobile Developer,natural
a6191831,BBA,4,"copywriting, email marketing, google analytics, seo, content writing",growth marketing,None,university,3,marketing,Digital Marketer,natural
ec38556e,BBA,2,"next.js, typescript, nodejs, html, css",backend development,None,self-taught,3,web,Full Stack Developer,pivot_t2
3336592c,Diploma,5,"pytorch, python, spark, deep learning",machine learning,DeepLearning.AI,online-course,3,ml,ML Engineer,pivot_t2
a0c02dfe,BBA,5,"power bi, excel, sql",business intelligence,CBAP,university,7,business,Business Analyst,natural
3d8e84a1,MCA,6,"kubernetes, deep learning, spark, tensorflow",devops,Google Data Analytics,online-course,6,ml,ML Engineer,pivot_t3
cf04c2ee,BTech,2,"deep learning, kubernetes, pytorch, mlflow",data engineering,DeepLearning.AI,online-course,3,ml,ML Engineer,natural
ff5331f3,BCA,3,"penetration testing, cybersecurity, ethical hacking",cloud infrastructure,None,workplace,2,security,Cybersecurity Analyst,natural
5f8983ad,Diploma,2,"javascript, webpack, html",frontend development,None,workplace,4,web,Web Developer,natural
0693f5cf,Diploma,1,"react native, dart, firebase, ios",mobile development,Flutter Certified,university,3,mobile,Mobile Developer,natural
c26483ff,BSc,1,"data analysis, sql, excel, statistics, pandas",business intelligence,Google Data Analytics,university,2,data,Data Analyst,natural
36bcaa86,BCA,1,"kubernetes, ansible, azure, google cloud, docker",devops,None,online-course,1,cloud,Cloud Engineer,pivot_t2
b9a83830,Diploma,6,"firewall, linux, cryptography, ethical hacking, cybersecurity",cloud infrastructure,CISSP,online-course,8,security,Cybersecurity Analyst,pivot_t2
76359e5d,Diploma,5,"ansible, cloud computing, docker, python, terraform, aws",devops,Google Cloud Professional,bootcamp,5,cloud,Cloud Engineer,pivot_t1
5b99455c,MBA,4,"roadmapping, user research, agile, product management",growth marketing,Product School PM,university,4,business,Product Manager,natural
bc0b1806,MCA,3,"sql, next.js, nodejs, css",frontend development,Meta Front-End Developer,self-taught,2,web,Full Stack Developer,natural
aa05e43f,Diploma,6,"content writing, seo, digital marketing, ads",business intelligence,Meta Marketing,online-course,9,marketing,Digital Marketer,pivot_t1
040a0d45,BSc,2,"sass, react, css, nodejs, webpack",mobile development,freeCodeCamp,university,4,web,Web Developer,natural
14f189ac,BBA,4,"statistics, machine learning, excel, tableau, python",data engineering,IBM Data Science,online-course,5,data,Data Scientist,pivot_t1
4a53148a,MCA,2,"cloud computing, docker, google cloud, aws",cloud infrastructure,AWS DevOps,university,4,cloud,Cloud Engineer,natural
377f655f,BBA,6,"sql, tableau, process mapping, excel, agile",growth marketing,Scrum Master,university,5,business,Business Analyst,natural
0cd67af6,Diploma,5,"power bi, jira, agile, business analysis",business intelligence,Scrum Master,online-course,9,business,Business Analyst,pivot_t1
3f0416a9,Diploma,0,"nodejs, html, mongodb",devops,AWS ML Specialty,online-course,2,web,Full Stack Developer,pivot_t3
aa43f6d7,BCA,3,"css, next.js, linux, nodejs",devops,AWS Security,self-taught,5,web,Full Stack Developer,pivot_t3
e73b397c,Diploma,0,"figma, prototyping, javascript, adobe xd, user research",frontend development,Interaction Design Foundation,online-course,1,design,UI/UX Designer,natural
2e5339d3,BSc,0,"react, javascript, nodejs, next.js, figma",mobile development,None,workplace,3,web,Web Developer,noise
e22b5347,BSc,0,"html, webpack, figma, react, javascript, tensorflow",mobile development,None,self-taught,1,web,Web Developer,noise
1ea07743,BBA,1,"react, nodejs, docker, sql, next.js, css",frontend development,freeCodeCamp,self-taught,2,web,Full Stack Developer,pivot_t2
8508176c,MCA,7,"terraform, aws, kubernetes, azure",backend development,None,university,3,cloud,Cloud Engineer,natural
0daea458,BSc,1,"machine learning, docker, python, spark, pytorch",devops,TensorFlow Developer,workplace,0,none,ML Engineer,natural
f94b85c2,BTech,3,"kubernetes, docker, azure, python, google cloud",cloud infrastructure,None,university,5,cloud,Cloud Engineer,natural
8b966905,BTech,3,"kubernetes, python, docker, jenkins",devops,Google Cloud Professional,university,5,devops,DevOps Engineer,natural
d4e6019f,BSc,2,"python, tableau, excel, r, sql",data engineering,None,workplace,3,data,Data Analyst,natural
7d754644,MBA,3,"google analytics, sql, digital marketing, copywriting, seo, email marketing",business intelligence,None,workplace,3,marketing,Digital Marketer,natural
f8822be0,BBA,0,"content writing, google analytics, copywriting",growth marketing,None,online-course,3,marketing,Digital Marketer,natural
a9eca187,MCA,8,"rest apis, python, mongodb, postgresql, nodejs",cloud infrastructure,None,university,5,web,Backend Developer,natural
4bc9f84d,BBA,3,"networking, cloud computing, kubernetes, azure, css",devops,AWS DevOps,university,3,cloud,Cloud Engineer,noise
8f39dbf1,BSc,1,"sql, kubernetes, machine learning, pytorch",data engineering,None,university,1,ml,ML Engineer,natural
f55b56bb,Diploma,5,"python, product management, excel, agile, business analysis, sql",product strategy,Product School PM,online-course,6,business,Product Manager,pivot_t1
bd64b73b,BTech,4,"kubernetes, docker, networking, azure",cloud infrastructure,AWS DevOps,university,3,cloud,Cloud Engineer,natural
e7e865bd,MBA,1,"data analysis, python, power bi, sql, business analysis",business intelligence,None,bootcamp,0,none,Data Scientist,pivot_t2
855b25cb,MBA,5,"content writing, copywriting, excel, google analytics",growth marketing,HubSpot Marketing,university,4,marketing,Digital Marketer,natural
45b717cf,BTech,4,"python, ci/cd, ansible, kubernetes, bash",devops,AWS DevOps,workplace,2,devops,DevOps Engineer,natural
37dbbc12,BBA,4,"content writing, seo, digital marketing, email marketing",business intelligence,None,online-course,2,marketing,Digital Marketer,natural
d3b53d14,Diploma,0,"figma, user research, ui/ux, sketch",ux research,Interaction Design Foundation,online-course,3,design,UI/UX Designer,natural
aad11a06,MBA,3,"redis, nodejs, rest apis, docker, java, jira",devops,Oracle Java,university,5,web,Backend Developer,noise
6c388dfe,Diploma,6,"sql, data analysis, machine learning, statistics, numpy, business analysis",data engineering,None,online-course,5,data,Data Scientist,pivot_t2
fcb02007,BSc,6,"linux, docker, pytorch, kubernetes, deep learning",devops,AWS ML Specialty,bootcamp,6,ml,ML Engineer,natural
b03c0028,MBA,4,"tableau, agile, excel",growth marketing,None,university,5,business,Business Analyst,natural
499fe7fa,BSc,6,"power bi, sql, excel, statistics",data engineering,Google Data Analytics,workplace,5,data,Data Scientist,natural
73d4b0c3,MCA,4,"cloud computing, ansible, kubernetes",backend development,Azure Fundamentals,university,2,cloud,Cloud Engineer,natural
f799276c,BCA,8,"nodejs, postgresql, rest apis",backend development,AWS Solutions Architect,bootcamp,8,web,Backend Developer,natural
dc8148bb,BSc,3,"r, pandas, tableau, excel",machine learning,IBM Data Analyst,university,3,data,Data Analyst,natural
bdcfe94a,BBA,4,"android, kotlin, javascript, react native, flutter, dart",frontend development,None,workplace,2,mobile,Mobile Developer,pivot_t2
724be024,MCA,5,"tableau, jira, sql, business analysis, agile, requirements gathering",growth marketing,None,bootcamp,5,business,Business Analyst,pivot_t2
2137d9b9,BSc,2,"tensorflow, mlflow, pytorch, feature engineering, deep learning",machine learning,AWS ML Specialty,workplace,5,ml,ML Engineer,natural
425f8caf,BTech,4,"ci/cd, linux, docker, jenkins",backend development,Google Cloud Professional,university,2,devops,DevOps Engineer,natural
8d66df7b,MBA,6,"spark, python, kubernetes, sql, deep learning, machine learning, tensorflow",devops,None,self-taught,5,ml,ML Engineer,pivot_t2
1c9f90ce,BTech,2,"mongodb, nodejs, rest apis, python",devops,Udemy Web Dev,university,2,web,Backend Developer,noise
5c874b88,MCA,2,"cloud computing, aws, linux",backend development,Azure Fundamentals,university,4,cloud,Cloud Engineer,natural
442e2ced,MBA,1,"sql, tableau, requirements gathering, python, business analysis, jira",growth marketing,Microsoft Power BI,university,1,business,Business Analyst,natural
3e6c728c,MCA,1,"business analysis, pandas, python, statistics",business intelligence,None,university,3,data,Data Scientist,natural
fbc9e328,MBA,8,"sql, data analysis, agile, wireframing, product management, roadmapping",product strategy,Coursera PM,university,6,business,Product Manager,natural
b3a979d7,BBA,3,"tensorflow, docker, machine learning, python",machine learning,None,self-taught,3,ml,ML Engineer,pivot_t2
4af8136e,BTech,1,"wireframing, adobe xd, design systems, javascript, user research, html",ux research,Meta Front-End Developer,online-course,1,design,UI/UX Designer,noise
490c3418,BBA,0,"copywriting, digital marketing, google analytics",growth marketing,IBM Data Analyst,self-taught,0,none,Digital Marketer,pivot_t3
eb6a71bd,Diploma,5,"networking, cryptography, cybersecurity, ethical hacking",cloud infrastructure,None,online-course,4,security,Cybersecurity Analyst,pivot_t2
f325ebfe,MCA,3,"sql, python, machine learning, spark",data engineering,Coursera ML,university,4,ml,ML Engineer,natural
15e24827,Diploma,1,"user research, sketch, figma, prototyping",ux research,Google UX Design,university,2,design,UI/UX Designer,natural
7c935a40,BSc,4,"r, google analytics, excel, tableau",data engineering,Google Data Analytics,university,3,data,Data Analyst,natural
5ddb82a3,BTech,0,"sql, redis, python, git, nodejs",devops,Udemy Web Dev,bootcamp,1,web,Backend Developer,natural
5da753d8,BCA,3,"java, rest apis, redis, sql, docker",devops,MongoDB Associate,workplace,4,web,Backend Developer,natural
e7b5c429,BSc,2,"power bi, sql, excel, jira",growth marketing,Microsoft Power BI,online-course,4,business,Business Analyst,pivot_t2
780d25ba,BCA,0,"nodejs, sql, typescript",devops,None,workplace,3,web,Full Stack Developer,natural
54b512a7,BBA,5,"nodejs, mongodb, typescript, html, sql, css",backend development,None,online-course,5,web,Full Stack Developer,pivot_t2
cde16cc7,BBA,3,"ethical hacking, cybersecurity, linux, cryptography, penetration testing, cloud computing, networking",cybersecurity,None,bootcamp,6,security,Cybersecurity Analyst,pivot_t2
32acf030,BCA,1,"html, sass, react, javascript",ux research,None,university,2,web,Web Developer,natural
3fc4c243,BTech,5,"git, docker, ci/cd, jenkins",cloud infrastructure,Azure DevOps,university,7,devops,DevOps Engineer,natural
f5182de0,MCA,3,"azure, terraform, aws",backend development,None,university,3,cloud,Cloud Engineer,natural
3f4d5676,BTech,0,"typescript, javascript, css, nodejs, sql",backend development,Udemy Web Dev,online-course,2,web,Full Stack Developer,natural
ad700d5c,BTech,4,"aws, kubernetes, networking, docker",devops,None,university,2,cloud,Cloud Engineer,natural
8e987374,BCA,2,"react native, javascript, git, flutter, ios",backend development,Google Associate Android,university,2,mobile,Mobile Developer,natural
7d9bb500,BSc,1,"python, statistics, machine learning, numpy",machine learning,None,online-course,2,data,Data Scientist,natural
5b6530f1,MCA,5,"wireframing, excel, agile, user research, product management, roadmapping",growth marketing,Coursera PM,self-taught,4,business,Product Manager,pivot_t2
